age,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
21,1.6858007251188125,45.597514792407125,940.8507884156787,Two year,Credit card,DSL,1,0,0,1,1,1,0
34,0.600972144984639,57.04884469016557,369.41442601871574,Two year,Credit card,No,0,0,1,1,0,0,0
32,1.1489366859856192,89.75307515023997,1046.979739295073,One year,Credit card,Fiber optic,1,1,1,1,1,0,0
30,1.8006425275232356,72.59535272081791,1713.0605724213613,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0,0,0
66,0.15177940442768775,45.639084829795095,0.0,Month-to-month,Electronic check,Fiber optic,1,0,1,1,0,0,0
46,1.947539206789902,58.793845892301924,1314.9120389816865,Month-to-month,Electronic check,DSL,1,0,1,0,1,1,0
21,7.9454404157507765,52.713537118074115,5061.821670409097,Two year,Bank transfer,Fiber optic,1,1,1,1,0,1,0
53,0.4217078822306674,50.8042201553293,137.4386882193454,Month-to-month,Bank transfer,Fiber optic,0,1,1,0,0,1,0
71,3.14616487231249,84.57779117113559,3043.7971288995845,Month-to-month,Credit card,Fiber optic,0,0,1,1,0,0,0
55,4.769734477902515,37.56513741472989,1937.7140148601281,One year,Mailed check,DSL,0,1,0,1,1,1,0
18,5.754178071784992,97.17561711468747,6782.089356652671,Month-to-month,Mailed check,Fiber optic,1,1,1,1,1,1,0
32,6.444543388896397,81.56459380369246,6253.2401407146435,Month-to-month,Bank transfer,No,1,0,1,0,1,1,1
59,1.4740294441139088,86.81723341207396,1828.3809089182153,One year,Credit card,Fiber optic,1,1,0,1,1,1,0
29,7.571477569718712,55.741209759494836,4965.084326272924,Month-to-month,Credit card,DSL,1,1,0,0,1,0,0
46,2.831942447448347,62.001185618417814,2014.8603697961648,Month-to-month,Credit card,Fiber optic,0,0,0,1,0,1,1
51,0.35269034896171253,36.33696370950576,97.2490599024359,Month-to-month,Mailed check,DSL,0,0,1,1,1,0,1
26,1.2959656642766406,54.50675185866394,871.980012074754,One year,Bank transfer,Fiber optic,0,1,1,1,1,1,0
39,2.5340465578425038,74.87309695286302,2229.7626294223955,One year,Credit card,No,0,1,0,0,1,1,0
18,0.5682841999595918,90.92126123562792,681.2626158075216,Month-to-month,Mailed check,Fiber optic,0,0,1,1,1,1,1
24,2.0467231049227057,42.85686366395097,954.7347577875043,One year,Electronic check,Fiber optic,1,1,1,1,1,1,0
36,2.1968274910379257,57.68988126029468,1382.6574334415902,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0,1,1
21,0.3551450875970192,61.974015595349556,84.29573242728267,Two year,Electronic check,DSL,0,1,0,1,1,0,1
64,1.6652107754173158,37.084215956150295,518.6790153032912,Month-to-month,Bank transfer,DSL,1,0,1,0,0,1,0
18,2.953549264082792,76.826984835168,2671.140512311818,One year,Electronic check,No,0,1,1,1,1,1,0
33,1.381881890319872,50.52019336514782,807.6572524417488,Two year,Electronic check,Fiber optic,1,0,1,1,0,0,0
41,0.024353911775400666,61.09219297645952,0.0,Two year,Electronic check,DSL,0,1,1,1,0,0,0
61,0.01815912770180857,55.961012561762445,136.5350177998949,Month-to-month,Bank transfer,DSL,1,1,1,1,1,0,0
18,0.8833123836402135,49.21322988560651,644.4508857234799,Month-to-month,Mailed check,Fiber optic,1,1,1,0,0,1,1
57,5.212632354104803,64.85910029038891,4023.5594368372635,One year,Bank transfer,Fiber optic,0,1,0,1,1,1,0
40,0.5192955419278339,60.687808428639556,198.78678907715906,Month-to-month,Electronic check,No,1,1,0,0,1,0,0
25,2.01223225011044,57.56284235442669,1333.2871827177014,Two year,Electronic check,DSL,1,1,1,1,1,1,0
46,0.5022525594610194,50.43076756639314,243.9656456379505,One year,Mailed check,No,1,1,0,1,0,1,0
42,0.7762427370931114,71.39049341565911,599.282727908982,One year,Mailed check,Fiber optic,0,0,0,1,0,0,0
30,3.7683034035082508,98.07234536984569,4365.024343776889,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0,1,0
41,2.6102506112527943,67.79774465678254,2058.2829636106494,One year,Electronic check,Fiber optic,1,0,0,0,1,0,0
34,0.20052324607333796,84.92236429822258,165.69273624984964,One year,Credit card,DSL,1,1,1,0,1,1,0
41,1.1196887015603572,37.19556149693075,436.215289594126,Two year,Bank transfer,No,0,1,1,0,1,0,0
49,0.059207319604504274,68.1552287858754,69.25571182388043,Month-to-month,Electronic check,DSL,0,1,1,0,1,0,0
63,1.3112795092716114,43.05263362057867,713.4853070326006,Month-to-month,Electronic check,DSL,0,0,0,1,1,0,0
21,2.171988533791091,35.461501449361975,833.1991857501155,Month-to-month,Credit card,No,0,1,0,0,1,0,1
71,0.25226650687391683,50.21257185081927,279.10993382424425,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,0,1,0
18,0.6818420646540689,88.83798668827146,628.875484974839,One year,Mailed check,No,0,0,0,1,0,0,1
37,1.0144529685657007,84.00031657339291,860.7923847185109,Two year,Bank transfer,Fiber optic,0,1,0,1,0,1,0
48,5.03976713659422,69.860094441088,4263.021104619271,Month-to-month,Credit card,DSL,0,1,1,1,0,0,0
44,9.997912151804702,34.34598880220138,4038.9173322938955,Two year,Credit card,No,1,1,1,1,1,1,0
30,0.09190212436336548,61.074386972241264,99.4835379590095,Month-to-month,Mailed check,DSL,0,1,1,0,1,1,1
36,2.862649760601149,71.03400017803472,2199.7787031402636,Month-to-month,Mailed check,No,0,1,1,1,1,1,0
32,0.9295516486109779,68.51072459157196,903.4566780478473,Month-to-month,Electronic check,DSL,0,1,1,1,1,0,0
31,0.9966685537683462,28.124128330385084,403.5945525125235,Month-to-month,Credit card,No,1,0,1,1,1,1,1
52,2.8070029019906837,47.19364303960256,1439.6246606958218,Two year,Bank transfer,DSL,1,0,0,0,1,0,0
45,5.012499985674345,63.71844471702567,3684.7867263907638,Month-to-month,Electronic check,Fiber optic,1,1,1,1,0,0,0
29,6.028957573174412,75.7258181903438,5645.799531171776,One year,Credit card,No,0,1,1,0,0,1,0
53,1.7213458868909275,21.077443578001073,361.64085936021706,Month-to-month,Credit card,Fiber optic,1,0,0,1,0,1,1
44,0.883598001298828,61.75752049040283,571.4073751726339,Two year,Credit card,Fiber optic,1,0,1,1,0,1,0
52,3.0980886191541974,67.86097539757904,2296.266577352383,Month-to-month,Credit card,No,0,1,1,1,1,1,0
49,0.5780362845575456,81.99223977032426,533.6560551125206,Month-to-month,Credit card,Fiber optic,1,1,0,1,1,1,1
27,1.660565681903547,78.85715168474873,1548.5977968406994,Month-to-month,Electronic check,No,1,0,1,1,0,1,1
31,0.8881368237533072,76.6514263761761,888.4727619717187,Month-to-month,Credit card,Fiber optic,1,1,1,1,1,1,0
51,2.1378996459755877,49.001189865961315,1117.2076747834074,Month-to-month,Credit card,DSL,1,0,1,0,1,1,0
49,0.5499237377770193,26.839957257533847,25.090476178000443,Two year,Electronic check,DSL,1,1,1,1,0,1,0
39,0.4253791345688852,57.13894485877198,336.7648424480918,One year,Electronic check,DSL,0,1,1,1,0,0,1
41,5.007911963579374,85.0326365041712,5210.704498849927,One year,Credit card,DSL,1,1,1,0,1,0,0
59,0.21473323740758357,92.86909055048864,82.18973051626512,One year,Electronic check,Fiber optic,0,1,0,1,1,1,1
31,1.4102691168196353,79.2109820459557,1448.6570289383656,Month-to-month,Credit card,DSL,1,1,1,0,0,0,0
48,0.49911053778105025,73.58681645603468,444.4896505682851,Month-to-month,Electronic check,DSL,0,0,1,0,0,0,1
36,0.0794159874277333,72.5927929677193,178.36087391148587,Two year,Electronic check,DSL,1,0,0,1,0,1,0
36,0.0733670112226542,53.87762506478439,40.41204772157424,Two year,Mailed check,No,0,1,1,1,0,1,1
56,0.3852814869166537,62.3987941289276,36.26541045679761,Two year,Electronic check,Fiber optic,0,1,1,0,1,1,0
52,4.031361963741445,98.38139051652662,4744.135209788221,Two year,Bank transfer,DSL,0,1,0,1,0,0,0
52,0.6639054133360989,46.14883988416247,473.67595728644295,Month-to-month,Bank transfer,No,0,1,1,1,0,0,0
59,6.009916225071519,97.29557581419704,6927.484514652656,Month-to-month,Electronic check,DSL,1,1,0,0,0,0,0
40,1.7427412983477275,58.55943691015883,1185.8508924451194,Month-to-month,Electronic check,No,0,0,1,1,1,1,1
50,1.1475812196301753,91.50864218190156,1242.5498400665972,Month-to-month,Mailed check,Fiber optic,1,1,1,1,0,1,0
35,1.7354242023882065,36.86369981004923,477.73849409234754,Month-to-month,Electronic check,DSL,0,1,0,0,0,1,1
44,1.4542287179901732,76.71808402329299,1505.9224492540166,Month-to-month,Credit card,Fiber optic,0,1,1,1,1,0,1
38,2.8440607370986966,50.26459728104756,1625.3292431275459,One year,Mailed check,Fiber optic,0,1,1,0,1,1,0
41,0.6639536967974529,36.69465616151625,342.9361745810816,Two year,Electronic check,Fiber optic,0,1,1,1,0,1,1
48,0.8709737450452532,69.37068084821891,716.3703867217262,One year,Mailed check,No,1,1,0,1,0,0,0
27,4.490412454761041,85.18943577191938,4716.190346487447,Two year,Electronic check,DSL,1,1,0,0,1,1,0
71,5.854522233888301,48.10117122813007,3419.918129416677,Month-to-month,Electronic check,DSL,0,1,1,1,1,1,1
24,4.461612458394614,35.01968079083198,1851.4385021124447,Month-to-month,Electronic check,DSL,1,1,1,1,0,1,1
21,1.087551786994988,63.163104713300896,734.9662595852951,One year,Credit card,DSL,0,1,1,1,0,1,0
57,3.0315809831030545,63.25129342445638,2380.8020897652527,Month-to-month,Credit card,DSL,0,1,1,1,0,1,0
51,1.2938090248233634,75.96639255108997,992.0879207950327,Month-to-month,Credit card,No,1,0,1,0,1,1,1
49,1.3764778998947391,83.99189142728977,1451.9448298678626,Month-to-month,Mailed check,DSL,0,1,0,1,1,1,1
49,0.4580217334320902,63.81169637455012,240.82125028507676,Month-to-month,Electronic check,Fiber optic,1,1,0,1,1,1,0
39,1.7887175271479883,102.11006629588526,2316.98114957598,One year,Bank transfer,Fiber optic,1,1,1,1,1,0,0
26,0.41192375494866157,69.48469489070584,359.59871143636906,Month-to-month,Bank transfer,No,1,0,1,1,1,1,0
41,0.8056313391458367,58.07146987986201,625.8227293307751,One year,Credit card,No,1,1,1,1,1,1,0
29,3.86245969058071,32.76865281794344,1527.0100888697582,One year,Electronic check,Fiber optic,0,1,1,1,1,1,0
54,0.4640553198262061,59.746809593676645,157.47218850096903,Month-to-month,Electronic check,No,0,0,1,1,1,0,1
37,0.14763387400605255,58.272261091777274,17.16259948532108,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,0,0,0
27,0.14300831413790926,84.2060959256294,211.7449955826502,Month-to-month,Credit card,No,0,1,0,1,1,0,0
35,5.653144586567092,74.24967248133709,5053.595190242988,Month-to-month,Credit card,Fiber optic,1,1,1,0,1,0,0
46,1.4141694690315991,41.41261756734765,820.8725032876637,One year,Bank transfer,DSL,1,0,1,1,1,0,0
31,1.0532734996033275,68.44508772822076,905.4242212896353,One year,Credit card,Fiber optic,1,1,1,1,0,1,0
27,3.330732083323666,78.43062343458107,3038.1065363933676,One year,Bank transfer,Fiber optic,1,0,1,1,1,1,0
43,3.6136559977619394,95.56062718775665,4064.27238927109,Month-to-month,Credit card,DSL,0,1,1,1,1,1,0
43,0.8075062481257752,82.75007934828119,812.1462123320126,One year,Credit card,DSL,1,0,1,0,1,1,0
32,2.3658455543326977,80.21693308622956,2045.9660876911057,One year,Credit card,Fiber optic,1,0,0,1,0,1,0
32,2.949139466118524,66.20171989230327,2510.201446874082,Month-to-month,Mailed check,No,1,1,1,0,1,1,0
43,2.126397744694441,72.76624010846899,1900.9342999162675,One year,Electronic check,DSL,0,1,1,1,0,0,0
18,0.3287945020560986,89.99009801412318,477.7624533032849,Month-to-month,Bank transfer,Fiber optic,1,1,0,1,1,0,0
18,4.173062565483896,38.34445205040701,1762.1051752656313,One year,Mailed check,Fiber optic,0,1,0,1,1,1,0
29,1.5491247211418475,58.01121345566088,1202.8557744467357,One year,Credit card,No,1,1,1,1,0,0,0
36,0.6638878038808874,49.548625024875186,617.8866253397584,Month-to-month,Electronic check,No,1,1,0,1,0,1,0
44,1.1075643223755363,72.58306237452248,832.5970879996196,One year,Electronic check,Fiber optic,0,1,1,1,1,0,0
62,0.07659015140540455,89.60444351301575,159.49399423348342,Month-to-month,Credit card,Fiber optic,1,0,1,1,0,1,1
52,0.273626231693328,53.06051426557852,174.33597731113318,Month-to-month,Electronic check,DSL,1,0,1,0,1,1,1
37,2.9009981470242807,20.0,541.7961704610029,Two year,Mailed check,Fiber optic,0,1,1,1,1,1,0
39,2.3269646100864647e-05,56.7555850995106,49.30424537374114,Two year,Mailed check,Fiber optic,1,0,1,1,0,0,0
24,1.077647300426542,83.26947464034814,1160.1818151330256,Month-to-month,Bank transfer,No,1,1,1,1,1,0,1
39,1.4784248818677461,75.75259805899759,1283.8216547716956,Month-to-month,Electronic check,Fiber optic,1,1,1,1,0,1,0
35,0.11236713831299383,73.56372495621153,215.78539510920615,Month-to-month,Credit card,DSL,1,0,1,1,1,1,1
44,7.229635072557551,59.4001339625104,4986.619161040866,Month-to-month,Mailed check,Fiber optic,1,1,0,0,0,1,1
27,0.5126906903662256,39.41938527560427,93.04380756417697,Two year,Credit card,DSL,1,0,0,0,1,1,0
47,0.7253823522683404,75.30588643248934,669.1664720394947,Two year,Mailed check,DSL,0,1,0,1,1,1,0
62,0.7246460494479172,48.3143637993075,422.6682821023189,One year,Electronic check,DSL,0,1,1,0,1,1,1
38,0.5238120604507893,108.68193466760913,611.4895487418103,Month-to-month,Electronic check,DSL,1,1,1,0,0,1,0
46,0.002949818460770116,76.41014416709032,83.66419624343885,One year,Electronic check,No,1,0,1,1,0,0,0
50,2.613819142149375,53.38703394892098,1727.6180467608135,Month-to-month,Bank transfer,DSL,1,1,1,1,1,0,1
33,6.813153637805498,52.772295052227435,4400.362955218542,Two year,Electronic check,DSL,1,0,1,1,1,1,0
43,0.507962060888422,63.14111586772823,372.5658525803637,Two year,Mailed check,No,1,1,1,0,0,1,0
40,2.1756247869211744,60.209961559565,1632.1894442605628,One year,Bank transfer,DSL,0,1,1,1,0,1,0
41,2.708787882561248,87.3366755105991,2794.353309612535,Month-to-month,Electronic check,DSL,1,1,1,1,0,0,0
28,3.7733544560740695,68.72832339488093,3317.417773095544,Month-to-month,Electronic check,DSL,0,1,1,1,1,0,1
40,1.0985411587744511,50.36736522182944,582.7129080502555,Month-to-month,Credit card,DSL,1,1,0,1,0,1,0
47,0.7217414841186984,102.80881370311565,1100.9463723366648,Two year,Credit card,DSL,1,0,1,1,0,0,0
61,0.7869598386292708,65.98616663040445,626.630351227668,Month-to-month,Electronic check,DSL,1,0,1,1,0,1,0
54,2.4939090719848465,80.37679351937794,2267.8778854634793,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1,0,1
72,3.394129501260106,52.83546985110482,2288.773058263745,Month-to-month,Credit card,DSL,1,0,0,1,0,1,0
28,0.40084226328327965,72.26231255489047,360.1796058145285,Two year,Electronic check,DSL,1,1,1,1,1,1,0
53,0.9270604799335608,71.2221998228639,877.4398508345218,Month-to-month,Credit card,No,1,1,1,0,0,0,1
42,4.644355498354066,27.207014158076944,1638.694141440598,Two year,Electronic check,Fiber optic,0,1,1,1,1,0,0
72,3.2869567374587416,105.3055022092128,4187.411115151084,Two year,Credit card,No,1,1,0,1,1,1,0
27,8.380619077364752,90.81288921845095,9073.59469777586,Two year,Mailed check,Fiber optic,1,1,1,1,0,1,0
27,2.8068668766400817,57.05609367708025,2019.3576511989668,Month-to-month,Credit card,DSL,1,1,1,1,0,1,0
31,0.9990962457673288,42.95460519088289,515.0649681610064,Month-to-month,Mailed check,Fiber optic,1,1,0,1,1,1,0
18,1.786310046599916,71.95123227607104,1610.91229082072,Month-to-month,Bank transfer,DSL,0,1,1,1,1,0,1
32,2.1635944408258485,66.73395398828794,1517.2494849815068,Month-to-month,Electronic check,DSL,0,1,0,0,1,0,0
28,0.16340911090966223,72.11337897126458,186.10596940961574,Month-to-month,Electronic check,Fiber optic,1,1,1,1,0,1,0
42,1.572705772704821,68.83154792388179,1235.162690654666,One year,Credit card,Fiber optic,0,1,1,1,1,0,0
45,2.4710702467136554,75.12481978611852,2392.9954472762865,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,1,1,0
68,0.36621486062588937,93.94611398783613,475.1622912737014,Two year,Credit card,No,0,0,1,1,1,1,0
54,3.0340066119482234,76.36206410257293,2804.1818632555733,Month-to-month,Mailed check,DSL,1,0,1,1,1,0,0
31,1.7530479342938856,44.006890021801176,974.3852511040232,One year,Credit card,Fiber optic,0,1,0,1,1,1,0
26,6.082371022221028,92.25125705424904,6633.432386755058,One year,Mailed check,Fiber optic,1,1,1,1,0,0,0
47,0.086696821044225,97.81229126976575,264.0858455984913,One year,Credit card,No,0,0,0,1,0,0,0
20,0.616657205618876,128.0411346902417,1146.6269017099453,Two year,Credit card,No,0,1,1,1,1,1,0
67,1.8403659903244876,42.53011933520804,978.5431733223272,One year,Mailed check,No,0,1,0,1,1,1,0
57,0.7035451382092704,69.8576402630055,748.8163949430802,Two year,Credit card,DSL,0,1,0,1,0,0,0
32,2.506495320377518,23.35802593622026,645.6465725614598,Month-to-month,Credit card,Fiber optic,1,1,1,0,1,1,1
18,2.8459605298196955,76.06298312758418,2517.9556165148542,One year,Electronic check,DSL,0,0,1,1,1,1,1
60,0.21631989207718816,54.03599403666455,144.3611996524306,Month-to-month,Bank transfer,DSL,1,1,1,1,0,0,0
38,1.4424944870901517,103.46891589649906,1834.5341930275233,Month-to-month,Electronic check,No,1,1,1,1,0,1,0
58,1.422176549979631,49.507700599628365,805.5056219101357,Month-to-month,Credit card,DSL,1,1,1,1,1,1,0
18,0.9217889523745135,31.21633924065477,399.0753387841753,Month-to-month,Electronic check,No,1,0,1,1,0,1,0
31,5.403883667534351,55.5747251859496,3634.4711453280975,Month-to-month,Electronic check,DSL,1,0,0,0,0,0,0
40,3.5147893602561635,25.49024457565725,975.2834075690644,Month-to-month,Mailed check,No,1,1,1,1,0,1,0
40,2.3894274834967595,80.0219890901462,2346.3601819380506,Month-to-month,Bank transfer,DSL,1,0,1,1,0,1,1
33,2.5058124076510992,23.698339074873587,798.9559293866454,Two year,Credit card,DSL,0,1,1,1,1,0,0
49,1.2387384884585517,65.56915162366317,991.8233130207124,Month-to-month,Credit card,DSL,1,1,1,1,1,0,0
23,5.0764761514240755,23.44376360287606,1543.4052922816584,One year,Mailed check,Fiber optic,1,1,1,0,1,0,0
37,2.372235826668418,58.594043909267164,1546.2463029416567,Month-to-month,Electronic check,DSL,1,1,1,0,1,0,1
41,2.6111331547105663,97.86756311609068,3113.337908091025,Two year,Bank transfer,Fiber optic,1,1,0,1,1,0,0
47,3.9565285417431437,72.2129578287159,3311.523474156424,Two year,Bank transfer,DSL,1,1,0,1,0,1,0
50,0.640607753857549,47.73012790070132,255.50734448631286,One year,Mailed check,DSL,0,1,0,1,0,0,0
23,3.290865070249198,64.37593022121833,2479.1369181839063,One year,Mailed check,DSL,1,1,0,1,1,1,0
18,0.4344238637980665,65.36033744088893,246.5230656051723,Month-to-month,Bank transfer,Fiber optic,1,1,1,0,1,1,0
59,0.847284488332029,74.45260691686812,702.1908856044176,Two year,Mailed check,No,0,1,0,1,0,1,0
44,0.8177732725404557,37.66283273438347,348.18086466896796,Two year,Credit card,No,1,1,1,1,0,1,0
28,7.681775244505231,76.85134547694662,7167.9726069338685,Two year,Bank transfer,DSL,1,0,1,1,1,0,0
63,3.883359352744885,20.0,899.8903407882021,One year,Credit card,Fiber optic,1,1,0,1,0,1,0
41,2.415759931969776,52.40230895272379,1360.5342090513354,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,1,1,0
57,2.5969828468404286,55.23452315096911,1835.3240947672439,Two year,Electronic check,DSL,0,1,1,1,0,0,0
41,1.651405159368262,77.66653652142477,1455.398016099429,Month-to-month,Credit card,Fiber optic,1,1,0,0,0,0,0
70,5.878351061018403,65.45261705353738,4611.169488126649,One year,Bank transfer,Fiber optic,1,1,1,1,1,0,0
66,1.3713850826421117,36.88873892287427,651.7176460097818,Month-to-month,Electronic check,DSL,0,1,0,1,1,0,1
36,0.9577423313643417,45.3001374836597,540.5913532569837,Two year,Bank transfer,DSL,0,1,0,1,1,0,0
54,0.35594685588030345,68.97360019094813,404.0291882727046,Month-to-month,Mailed check,DSL,1,1,1,1,0,0,1
49,3.0854814357662397,63.41865316270887,2396.02523851731,Month-to-month,Credit card,Fiber optic,0,1,1,1,1,0,0
60,2.651858563944405,53.41751780728507,1613.737466773109,One year,Mailed check,DSL,1,0,0,1,1,1,0
25,0.9701696856981685,55.38332420976042,862.6308842972027,One year,Bank transfer,DSL,0,1,0,1,0,0,0
50,0.05103240190878215,78.92335994318577,67.76512982916894,One year,Electronic check,DSL,1,1,1,0,0,1,0
55,3.652668632221283,54.646148542615705,2380.5172491776557,Month-to-month,Mailed check,DSL,1,1,1,0,0,1,0
